mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-30d-5p,NM_001254748,RGS5,895,907,1.0,-17.1,1,9.975823e-05,0.544,-0.24802271111111107,-0.2210861350000001,-8.650685670390963,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001195303,RGS5,837,849,1.0,-17.1,1,9.975823e-05,0.544,-0.2620157777777778,-0.22423477125000005,-8.650685670390963,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,NM_003617,RGS5,1010,1022,1.0,-17.1,1,9.975823e-05,0.544,0.0038512222222222034,0.14019549874999998,-8.650685670390963,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001254749,RGS5,1022,1034,1.0,-17.1,1,9.975823e-05,0.544,0.3956551111111112,0.07880125874999999,-8.650685670390963,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001174069,LMX1A,1454,1469,1.0,-18.4,0,0.002267507,0.5,4.5578978,2.8068358331249996,-15.566558404643448,13,15,10,3UTR,,0,0
hsa-miR-30d-5p,XM_017001914,POGK,4223,4236,1.0,-18.2,0,0.0003920398,0.618,0.0,0.0,-16.30200796489408,11,13,8,3UTR,,0,0
hsa-miR-30d-5p,NM_000655,SELL,2033,2055,1.0,-19.3,1,0.006643984,0.603,4.50537210875,1.3857166353750001,-5.337011372228436,20,22,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001460,FMO2,2204,2247,1.0,-22.6,0,0.00181141,0.603,-0.34497036666666664,0.124167445,-17.110244939514768,12,14,12,3UTR,,0,0
hsa-miR-30d-5p,NM_003326,TNFSF4,1366,1401,1.0,-20.1,1,0.0008052256,0.632,0.06334645833333331,0.15332653750000003,-7.91236201216959,14,19,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001297562,TNFSF4,1324,1359,1.0,-20.1,1,0.0008052256,0.632,-0.17322082500000002,0.3142766412500001,-7.91236201216959,14,19,8,3UTR,,0,0
hsa-miR-30d-5p,NM_170692,RASAL2,10573,10605,1.0,-20.1,1,0.010133,0.706,0.6946079380952381,0.9646211437500001,-6.551503578753875,20,32,9,3UTR,,1,0
hsa-miR-30d-5p,NM_152663,RALGPS2,2701,2735,1.0,-20.8,1,0.143635,0.588,0.7041895272727272,0.55524236625,-5.813840636892696,16,19,14,3UTR,,1,0
hsa-miR-30d-5p,NM_001286247,RALGPS2,2623,2657,1.0,-20.8,1,0.143635,0.588,0.10444882727272727,0.326879855,-5.813840636892696,16,19,14,3UTR,,1,0
hsa-miR-30d-5p,NM_145034,TOR1AIP2,2452,2488,1.0,-23.2,1,0.02823684,0.676,0.14457793124999999,0.20485844000000006,-4.794414363722071,18,23,10,3UTR,,0,0
hsa-miR-30d-5p,NM_001531,MR1,3585,3605,1.0,-19.3,1,0.01039813,0.721,0.28743365000000004,0.1568982125,-7.306599539147638,17,20,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001195000,MR1,3309,3329,1.0,-19.3,1,0.01039813,0.721,0.28743365000000004,0.1568982125,-7.306599539147638,17,20,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001195035,MR1,3204,3224,1.0,-19.3,1,0.01039813,0.721,0.28743365000000004,0.1568982125,-7.306599539147638,17,20,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001194999,MR1,3450,3470,1.0,-19.3,1,0.01039813,0.721,0.28743365000000004,0.1568982125,-7.306599539147638,17,20,12,3UTR,,0,0
hsa-miR-30d-5p,XM_005261328,EMID1,1989,2019,1.0,-23.6,1,0.005062361,0.338,0.0,0.0,-12.989592657166373,16,22,11,3UTR,,0,0
hsa-miR-30d-5p,NM_152236,GAS2L1,2404,2439,1.0,-24.0,1,0.0006682162,0.618,0.937948375,0.9919677749999997,-5.694283598550164,19,26,12,3UTR,,0,0
hsa-miR-30d-5p,NM_006478,GAS2L1,2399,2434,1.0,-24.0,1,0.0006682162,0.618,0.937948375,0.9919677749999997,-5.694283598550164,19,26,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001278730,GAS2L1,1690,1725,1.0,-24.0,1,0.0006682162,0.618,0.937948375,0.9919677749999997,-5.694283598550164,19,26,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001161368,SEC14L4,1904,1928,1.0,-19.4,0,0.0001961131,0.456,2.8593055294117646,2.7597777587500003,-14.389029583193146,17,24,10,3UTR,,0,0
hsa-miR-30d-5p,NM_174977,SEC14L4,2272,2296,1.0,-19.4,0,0.0001961131,0.456,2.8593055294117646,2.7597777587500003,-14.389029583193146,17,24,10,3UTR,,0,0
hsa-miR-30d-5p,NM_001193336,SEC14L6,3350,3373,1.0,-23.5,1,3.959715e-09,0.544,0.2081319733333334,0.9336628922413791,-8.007918527730794,19,23,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001135911,PIK3IP1,1429,1446,1.0,-17.6,0,0.02138402,0.529,0.9934241142857144,0.7064909600000002,-16.80906487297163,14,17,7,3UTR,,0,0
hsa-miR-30d-5p,NM_052880,PIK3IP1,1508,1525,1.0,-17.6,0,0.02138402,0.529,1.8921612571428572,3.3312477312499995,-16.80906487297163,14,17,7,3UTR,,0,0
hsa-miR-30d-5p,NM_173566,PRR14L,7779,7831,1.0,-20.5,1,0.001442788,0.441,0.22206494999999998,0.5671986542499999,-5.495113920508112,16,20,8,3UTR,,1,0
hsa-miR-30d-5p,NM_000343,SLC5A1,2789,2810,1.0,-20.5,1,1.131216e-05,0.426,0.416343284,0.12929970624999992,-8.429258759619717,16,21,10,3UTR,,0,0
hsa-miR-30d-5p,NM_001256314,SLC5A1,2507,2528,1.0,-20.5,1,1.131216e-05,0.426,0.12713100000000002,0.066395918,-8.429258759619717,16,21,10,3UTR,,0,0
hsa-miR-30d-5p,XM_017028965,SYN3,7595,7606,1.0,-16.7,1,0.001565961,0.574,0.0,0.0,-10.515061109192176,10,11,10,3UTR,,0,0
hsa-miR-30d-5p,NM_001161572,MAFF,1027,1052,1.0,-21.7,1,0.01383495,0.368,0.0,0.0,-12.989592657166373,14,18,11,3UTR,,0,0
hsa-miR-30d-5p,NM_012323,MAFF,1001,1026,1.0,-21.7,1,0.01383495,0.368,0.0,0.0,-12.989592657166373,14,18,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001161574,MAFF,934,959,1.0,-21.7,1,0.01383495,0.368,0.0,0.0,-12.989592657166373,14,18,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001161573,MAFF,785,810,1.0,-21.7,1,0.01383495,0.368,0.0,0.0,-12.989592657166373,14,18,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001303494,CBX6,5100,5117,1.0,-21.7,0,0.001331537,0.515,0.0,0.0,-16.30200796489408,14,17,8,3UTR,,0,0
hsa-miR-30d-5p,NM_014292,CBX6,5154,5171,1.0,-21.7,0,0.001331537,0.515,0.0,0.0,-16.30200796489408,14,17,8,3UTR,,0,0
hsa-miR-30d-5p,NM_178578,PSMF1,3670,3690,1.0,-18.0,1,0.004508294,0.618,-0.07003591249999999,-0.10729574999999995,-6.236470572775607,16,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_006814,PSMF1,3649,3669,1.0,-18.0,1,0.004508294,0.618,0.22362558749999994,0.049876614999999985,-6.236470572775607,16,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001323408,PSMF1,2451,2471,1.0,-18.0,1,0.004508294,0.618,0.22362558749999994,0.049876614999999985,-6.236470572775607,16,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001199786,FKBP1A,756,781,1.0,-19.0,1,0.08381035,0.662,1.4869701428571427,1.1968704975,-7.843498853153337,16,20,12,3UTR,,0,0
hsa-miR-30d-5p,NM_000801,FKBP1A,869,894,1.0,-19.0,1,0.08381035,0.662,0.8183156428571429,1.59788790375,-7.843498853153337,16,20,12,3UTR,,0,0
hsa-miR-30d-5p,NM_024411,PDYN,1839,1868,1.0,-18.4,1,0.05096517,0.559,-0.24110510000000002,1.0480604999999998,-9.881121580631225,17,24,8,3UTR,,0,0
hsa-miR-30d-5p,NM_003818,CDS2,4810,4831,1.0,-20.2,1,0.004924853,0.632,-0.256172,-0.11574817999999998,-12.504254391691429,18,21,14,3UTR,,0,0
hsa-miR-30d-5p,NM_001282550,BTBD3,3414,3467,1.0,-18.1,1,0.01369137,0.676,0.6548966857142858,0.72994754375,-8.385217216878956,18,23,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001282551,BTBD3,3510,3563,1.0,-18.1,1,0.01369137,0.676,0.6548966857142858,0.72994754375,-8.385217216878956,18,23,8,3UTR,,0,0
hsa-miR-30d-5p,NM_021202,TP53INP2,3071,3094,1.0,-23.7,1,0.003905969,0.574,1.0061993,0.4870903150000001,-8.127475566073326,18,23,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001329430,TP53INP2,2954,2977,1.0,-23.7,1,0.003905969,0.574,1.0061993,0.4870903150000001,-8.127475566073326,18,23,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001178007,BBS12,3173,3193,1.0,-22.2,1,0.001614441,0.603,0.029108375,0.19814909124999996,-7.255896845946231,16,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_152618,BBS12,2985,3005,1.0,-22.2,1,0.001614441,0.603,0.322851875,0.21311334124999998,-7.255896845946231,16,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_017423,GALNT7,3750,3776,1.0,-18.3,1,0.00159719,0.75,1.1160593846153846,1.4723165437499999,-5.459754139171521,20,26,10,3UTR,,1,1
hsa-miR-30d-5p,NM_201998,SF1,2886,2915,1.0,-19.4,1,1.113975e-05,0.559,0.0,0.0,-10.282012028888563,12,14,12,3UTR,,0,0
hsa-miR-30d-5p,NM_004630,SF1,3523,3552,1.0,-19.4,1,1.113975e-05,0.559,0.0,0.0,-10.282012028888563,12,14,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001300807,BATF2,1491,1501,1.0,-15.7,0,0.005568371,0.471,0.6555612266666666,-0.19263010774999997,-19.423879868695398,9,10,9,3UTR,,0,0
hsa-miR-30d-5p,NM_005133,RCE1,1227,1240,1.0,-17.5,1,0.0001259769,0.426,0.9453780333333334,0.5560385362499999,-7.052043616942562,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001032279,RCE1,1223,1236,1.0,-17.5,1,0.0001259769,0.426,0.9453780333333334,0.5560385362499999,-7.052043616942562,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001159773,CANT1,2531,2552,1.0,-22.5,1,1.054512e-06,0.515,2.9017961249999997,3.9859245574999993,-9.940866440440265,18,21,12,3UTR,,0,0
hsa-miR-30d-5p,NM_138793,CANT1,2726,2747,1.0,-22.5,1,1.054512e-06,0.515,3.544126,3.4763242074999994,-9.940866440440265,18,21,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001159772,CANT1,2670,2691,1.0,-22.5,1,1.054512e-06,0.515,4.061557375,3.3871117324999993,-9.940866440440265,18,21,12,3UTR,,0,0
hsa-miR-30d-5p,XM_024450937,CARD14,1776,1815,1.0,-22.3,1,0.0001010276,0.368,0.0,0.0,-7.286573076321205,17,21,13,3UTR,,0,0
hsa-miR-30d-5p,NM_001354065,ENOSF1,1516,1543,1.0,-18.0,1,0.004975412,0.588,-0.8003300076923078,-0.39063258,-10.165797846235305,16,22,7,3UTR,,0,0
hsa-miR-30d-5p,NM_202758,ENOSF1,1734,1761,1.0,-18.0,1,0.004975412,0.588,-0.6767977,-0.39421728875000006,-10.165797846235305,16,22,7,3UTR,,0,0
hsa-miR-30d-5p,NM_003826,NAPG,3264,3288,1.0,-18.8,1,0.03884051,0.588,-0.024223456521739135,0.43250263374999987,-4.95700071937229,17,24,7,3UTR,MIRT252100,1,1
hsa-miR-30d-5p,NM_001122742,ESR1,6392,6405,1.0,-17.6,0,3.0367e-05,0.574,1.3109350000000002,2.4702053123750005,-17.54451443322226,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001122741,ESR1,6240,6253,1.0,-17.6,0,3.0367e-05,0.574,1.3109350000000002,2.4702053123750005,-17.54451443322226,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001122740,ESR1,6283,6296,1.0,-17.6,0,3.0367e-05,0.574,1.3109350000000002,2.4702053123750005,-17.54451443322226,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_000125,ESR1,6256,6269,1.0,-17.6,0,3.0367e-05,0.574,1.3109350000000002,2.4702053123750005,-17.54451443322226,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001322816,SOD2,1343,1392,1.0,-20.4,1,0.01378281,0.618,0.09245438999999993,-0.015624007499999988,-8.145411092473203,15,20,10,3UTR,,0,0
hsa-miR-30d-5p,NM_007045,FGFR1OP,2242,2307,1.0,-17.7,1,0.009102582,0.721,0.09313372727272728,0.0012581450000000022,-8.573508368464264,15,19,11,3UTR,,0,0
hsa-miR-30d-5p,NM_194429,FGFR1OP,2182,2247,1.0,-17.7,1,0.009102582,0.721,0.09313372727272728,0.0012581450000000022,-8.573508368464264,15,19,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001278690,FGFR1OP,1957,2022,1.0,-17.7,1,0.009102582,0.721,-0.16806719090909092,0.12236723999999999,-8.573508368464264,15,19,11,3UTR,,0,0
hsa-miR-30d-5p,XM_006715773,MAFK,1760,1779,1.0,-19.1,1,0.0003587281,0.382,0.0,0.0,-10.403402386158335,14,19,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001145118,GRID2IP,4081,4113,1.0,-18.6,1,0.0001205385,0.353,2.3157466666666666,2.792339125,-11.912882927683029,13,18,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001317406,SLC6A11,1244,1279,1.0,-19.4,1,0.002348355,0.588,0.16486512181818183,-0.07686657499999998,-13.6655996434504,13,18,11,3UTR,,0,0
hsa-miR-30d-5p,XM_017006554,CCDC174,2086,2102,1.0,-19.9,1,0.005659235,0.426,0.0,0.0,-12.989592657166373,14,16,11,3UTR,,0,0
hsa-miR-30d-5p,NM_033083,EAF1,1887,1923,1.0,-21.7,1,0.0001255326,0.574,-0.36796293846153844,-0.27656642500000006,-6.5006872542436085,17,19,17,3UTR,,1,1
hsa-miR-30d-5p,NM_001040432,ZCWPW2,2635,2666,1.0,-18.5,0,0.00210317,0.618,0.025300739999999974,0.2718109,-15.566558404643448,14,31,7,3UTR,,0,0
hsa-miR-30d-5p,NM_015141,GPD1L,2040,2055,1.0,-19.5,0,0.0001231247,0.559,-0.19831414285714283,0.06742283000000002,-16.656447402467467,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001106,ACVR2B,5424,5475,1.0,-24.9,1,0.0002983521,0.544,-0.0010887083333333512,-0.16188790500000003,-3.937574446201665,20,26,11,3UTR,,0,0
hsa-miR-30d-5p,NM_020857,VPS18,3765,3780,1.0,-19.9,0,5.645773e-06,0.456,0.3391161785714286,-0.07194872249999994,-15.566558404643448,13,15,10,3UTR,,0,0
hsa-miR-30d-5p,NM_005313,PDIA3,1918,1932,1.0,-18.3,0,0.03253814,0.574,4.5805984,2.3575303049999996,-17.110244939514768,12,14,10,3UTR,,0,0
hsa-miR-30d-5p,NM_020739,CCPG1,5331,5344,1.0,-19.2,0,0.003314491,0.588,0.26840891666666666,1.1417924249999998,-18.61564289407471,11,13,10,3UTR,,1,0
hsa-miR-30d-5p,NM_001330351,TPM1,2351,2364,1.0,-17.9,0,0.0003983374,0.515,2.389199283333333,0.9521040275,-15.566558404643448,11,13,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001330344,TPM1,1131,1144,1.0,-17.9,0,0.0003983374,0.515,2.389199283333333,0.9521040275,-15.566558404643448,11,13,7,3UTR,,0,0
hsa-miR-30d-5p,XM_011513004,BBX,5545,5565,1.0,-20.5,1,0.001215662,0.485,0.0,0.0,-12.989592657166373,14,20,11,3UTR,,1,0
hsa-miR-30d-5p,NM_001348910,SLC35A5,1024,1050,1.0,-24.6,0,7.765198e-06,0.529,3.9852144285714286,2.807349629375,-16.423398322163855,14,16,14,3UTR,,1,1
hsa-miR-30d-5p,NM_015412,NEPRO,2590,2609,1.0,-18.2,1,0.0001670731,0.529,0.42631878888888886,-0.041995905,-8.650685670390963,15,19,11,3UTR,,0,0
hsa-miR-30d-5p,XM_011512619,ZDHHC23,2254,2277,1.0,-19.4,1,0.0001329733,0.515,0.0,0.0,-7.938095361715103,13,16,10,3UTR,,0,0
hsa-miR-30d-5p,XM_005247270,ZDHHC23,2531,2554,1.0,-19.4,1,0.0001329733,0.515,0.0,0.0,-7.938095361715103,13,16,10,3UTR,,0,0
hsa-miR-30d-5p,NM_024638,QTRT2,3495,3515,1.0,-20.8,1,0.002874718,0.471,-0.20974766666666664,-0.14906147374999995,-11.501256917078504,17,20,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001256835,QTRT2,3387,3407,1.0,-20.8,1,0.002874718,0.471,-0.20974766666666664,-0.14906147374999995,-11.501256917078504,17,20,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001256837,QTRT2,3131,3151,1.0,-20.8,1,0.002874718,0.471,-0.20974766666666664,-0.14906147374999995,-11.501256917078504,17,20,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001256836,QTRT2,3033,3053,1.0,-20.8,1,0.002874718,0.471,-0.20974766666666664,-0.14906147374999995,-11.501256917078504,17,20,11,3UTR,,0,0
hsa-miR-30d-5p,NM_002338,LSAMP,3903,3923,1.0,-21.4,1,0.004695799,0.618,1.1962072,0.9959544522499999,-10.976996655377809,16,20,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001318915,LSAMP,3972,3992,1.0,-21.4,1,0.004695799,0.618,0.5669266126666667,1.06440673475,-10.976996655377809,16,20,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001113523,PARP15,2501,2538,1.0,-23.8,1,0.0007276983,0.603,-0.33509328571428565,0.3021779575000001,-5.337011372228436,18,21,16,3UTR,,0,0
hsa-miR-30d-5p,NM_001308320,PARP15,1916,1953,1.0,-23.8,1,0.0007276983,0.603,-0.33509328571428565,0.3021779575000001,-5.337011372228436,18,21,16,3UTR,,0,0
hsa-miR-30d-5p,NM_152615,PARP15,1814,1865,1.0,-23.8,1,0.0007276983,0.603,0.1438239285714286,0.012127301249999991,-5.337011372228436,18,21,16,3UTR,,0,0
hsa-miR-30d-5p,NM_001308321,PARP15,1607,1658,1.0,-23.8,1,0.0007276983,0.603,0.1438239285714286,0.012127301249999991,-5.337011372228436,18,21,16,3UTR,,0,0
hsa-miR-30d-5p,NM_000539,RHO,2314,2346,1.0,-23.1,1,0.001368666,0.441,-0.3356035363636364,0.15302902499999999,-9.779611548941542,16,18,16,3UTR,,0,0
hsa-miR-30d-5p,XM_017006266,ASTE1,2095,2131,1.0,-24.0,1,7.499905e-06,0.441,0.0,0.0,-14.401049203701035,14,17,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001142650,HNRNPLL,2422,2443,1.0,-17.6,1,0.01743621,0.691,3.4157771428571424,3.050683625625,-6.770391593739227,18,21,9,3UTR,,0,0
hsa-miR-30d-5p,NM_138394,HNRNPLL,2678,2699,1.0,-17.6,1,0.01743621,0.691,4.286596714285714,4.9707926207624995,-6.770391593739227,18,21,9,3UTR,,0,0
hsa-miR-30d-5p,NM_014011,SOCS5,2179,2202,1.0,-18.4,1,0.005568433,0.662,1.6380334615384617,1.9166121150000004,-11.128578504378995,18,23,8,3UTR,,0,0
hsa-miR-30d-5p,NM_022894,PAPOLG,2711,2732,1.0,-17.6,1,0.006579481,0.618,1.4991093750000004,1.2713361947242499,-5.570060452532049,18,21,13,3UTR,,0,0
hsa-miR-30d-5p,NM_198276,TMEM17,1061,1077,1.0,-18.0,0,6.187318e-05,0.632,2.7233161866666666,1.6460620650000004,-19.423879868695398,13,16,8,3UTR,,0,0
hsa-miR-30d-5p,NM_173545,APLF,2706,2733,1.0,-19.0,1,0.004574287,0.691,0.0594065125,0.22221178250000007,-10.355507747588078,15,19,8,3UTR,,0,0
hsa-miR-30d-5p,NM_032208,ANTXR1,2663,2702,1.0,-24.8,1,0.005887382,0.559,0.7397391631578948,0.8863535324999999,-3.793324837357118,21,39,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001185055,ADD2,2874,2890,1.0,-17.6,0,3.019396e-05,0.574,2.256593555555555,2.943050512500001,-16.30200796489408,14,16,10,3UTR,,0,0
hsa-miR-30d-5p,NM_017482,ADD2,2993,3009,1.0,-17.6,0,3.019396e-05,0.574,2.196889866666667,4.08982936125,-16.30200796489408,14,16,10,3UTR,,0,0
hsa-miR-30d-5p,NM_001178035,CEP85L,4704,4717,1.0,-18.4,0,0.001794333,0.735,3.4664610833333334,3.6020422500000002,-17.110244939514768,12,13,12,3UTR,,1,1
hsa-miR-30d-5p,NM_001042475,CEP85L,5216,5229,1.0,-18.4,0,0.001794333,0.735,2.6425321999999998,3.34188658625,-17.110244939514768,12,13,12,3UTR,,1,1
hsa-miR-30d-5p,NM_004506,HSF2,2409,2422,1.0,-17.9,0,0.005852405,0.485,3.0749506666666666,1.0803731737500002,-15.566558404643448,11,13,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001199619,NCOA7,6205,6218,1.0,-16.1,1,0.0007532427,0.456,-0.02343985714285714,0.007389155250000043,-15.811570173637051,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_001199622,NCOA7,3817,3830,1.0,-16.1,1,0.0007532427,0.456,0.16567157142857142,0.09219391249999997,-15.811570173637051,12,13,12,3UTR,,0,0
hsa-miR-30d-5p,NM_015529,MOXD1,2782,2800,1.0,-20.1,1,0.0001599029,0.485,2.291944470588235,2.3533586550000005,-13.6655996434504,14,18,6,3UTR,,0,0
hsa-miR-30d-5p,NM_198392,TCF21,2435,2481,1.0,-24.4,1,0.02493262,0.456,-0.5095056538461539,-0.3235567382500001,-9.546562468637928,13,15,13,3UTR,,1,0
hsa-miR-30d-5p,XM_017025930,MPPE1,1467,1507,1.0,-25.1,1,3.91794e-06,0.294,0.0,0.0,-9.957570382207184,17,24,13,3UTR,,0,0
hsa-miR-30d-5p,NM_152352,FAM210A,4137,4157,1.0,-18.7,1,0.0006282226,0.618,0.439110125,-0.09448034875000003,-6.586253582218469,15,20,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001142966,GREB1L,7144,7172,1.0,-21.8,1,0.002714023,0.588,0.4445989090909091,0.32613673,-6.549290197143331,15,19,11,3UTR,,1,0
hsa-miR-30d-5p,NM_080597,OSBPL1A,3869,3908,1.0,-17.8,1,0.002913545,0.618,2.5467380124999996,2.90382409625,-7.1080492929027015,20,39,8,3UTR,,0,0
hsa-miR-30d-5p,NM_001941,DSC3,5790,5812,1.0,-19.4,1,0.002797877,0.647,1.1397847777777779,1.6345931950000003,-7.093310490296013,16,22,5,3UTR,,0,0
hsa-miR-30d-5p,NM_024423,DSC3,5833,5855,1.0,-19.4,1,0.002797877,0.647,1.1397847777777779,1.6345931950000003,-7.093310490296013,16,22,5,3UTR,,0,0
hsa-miR-30d-5p,NM_016271,RNF138,1995,2011,1.0,-17.3,0,0.01921558,0.721,0.3573950454545455,0.7546251949999998,-19.93501941492512,14,16,11,3UTR,MIRT079944,0,0
hsa-miR-30d-5p,NM_198128,RNF138,1426,1442,1.0,-17.3,0,0.01921558,0.721,0.7152589181818182,0.7732795587499999,-19.93501941492512,14,16,11,3UTR,MIRT079944,0,0
hsa-miR-30d-5p,NM_001242875,ELP2,4369,4384,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_018255,ELP2,4174,4189,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001242876,ELP2,4159,4174,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001242877,ELP2,4096,4111,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001242878,ELP2,3964,3979,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_001242879,ELP2,3964,3979,1.0,-18.2,0,0.0003039122,0.441,-0.3821566571428571,-0.23417630375000004,-16.423398322163855,12,15,7,3UTR,,0,0
hsa-miR-30d-5p,NM_024430,PSTPIP2,1776,1792,1.0,-17.6,0,0.001995194,0.647,0.9695934400000001,0.556913595,-19.423879868695398,14,16,12,3UTR,,0,0
hsa-miR-30d-5p,NM_005359,SMAD4,8501,8522,1.0,-18.7,1,0.009834932,0.515,0.07027161666666668,0.42639690125000007,-12.989592657166373,15,21,10,3UTR,,0,0
hsa-miR-30d-5p,NM_005359,SMAD4,5421,5433,1.0,-17.6,1,0.06013483,0.559,0.4831613636363636,0.40674823650000014,-6.782339277446944,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,NM_001330605,TCF4,6291,6315,1.0,-18.3,1,0.002925435,0.588,5.550555499999999,4.115566430000001,-8.530345470504251,17,24,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001348215,TCF4,5857,5881,1.0,-18.3,1,0.002925435,0.588,4.1920823333333335,3.870405915,-8.530345470504251,17,24,9,3UTR,,0,0
hsa-miR-30d-5p,XM_024451290,TXNL1,1589,1630,1.0,-23.8,1,0.000134023,0.647,0.0,0.0,-9.546562468637928,17,20,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001144971,NEDD4L,3145,3157,1.0,-18.3,0,0.0001094361,0.471,0.941842,3.1665804825,-15.799607484947062,11,12,11,3UTR,,1,1
hsa-miR-30d-5p,NM_001144968,NEDD4L,3117,3129,1.0,-18.3,0,0.0001094361,0.471,0.941842,3.1665804825,-15.799607484947062,11,12,11,3UTR,,1,1
hsa-miR-30d-5p,NM_001144969,NEDD4L,3057,3069,1.0,-18.3,0,0.0001094361,0.471,0.941842,3.1665804825,-15.799607484947062,11,12,11,3UTR,,1,1
hsa-miR-30d-5p,XM_024451091,CCBE1,2167,2201,1.0,-22.7,1,0.0002816537,0.618,0.0,0.0,-7.540648113931671,17,21,10,3UTR,,0,0
hsa-miR-30d-5p,NM_133459,CCBE1,1509,1543,1.0,-22.7,1,0.0002816537,0.618,-0.3353638571428571,0.017554139999999996,-7.540648113931671,17,21,10,3UTR,,0,0
hsa-miR-30d-5p,NM_198563,STIMATE,4607,4637,1.0,-22.8,1,0.001322742,0.456,0.21133685714285713,0.831932163675,-7.714799398085742,16,19,13,3UTR,,1,1
hsa-miR-30d-5p,NM_000333,ATXN7,4039,4060,1.0,-20.5,1,0.01174255,0.5,-0.4432059666666666,0.29506423499999995,-13.434881193402985,15,21,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001177387,ATXN7,3663,3684,1.0,-20.5,1,0.01174255,0.5,-0.4432059666666666,0.29506423499999995,-13.434881193402985,15,21,9,3UTR,,0,0
hsa-miR-30d-5p,NM_001128149,ATXN7,4326,4338,1.0,-24.1,0,4.322486e-06,0.485,0.9538167272727271,0.7993819937499997,-19.423879868695398,11,12,11,3UTR,,0,0
hsa-miR-30d-5p,XM_011533435,PRICKLE2,4554,4569,1.0,-18.0,1,0.0008168587,0.662,0.0,0.0,-15.141155192082193,13,15,9,3UTR,,0,0
hsa-miR-30d-5p,NM_032682,FOXP1,3552,3573,1.0,-18.8,1,0.01150256,0.574,2.661554363636364,1.15887655375,-7.087403398279154,17,21,11,3UTR,,0,0
